id,kood,nimi,markus,sort,tase,jrk
988,011006074,Sala neiusid vaatamas,"ERlA 2136. Sala neiusid vaatamas: tuntud üle Eesti (välja arvatud Kagu-Eestis). Kolm põhiarendust: A. Kas niidab; B. Kes läheb tulle — Mulgimaal tuntud;: C. Kes on nobe noppima — haruldasem. Sageli seoses lauluga 891 («Lina kasvas kui lint»), samuti 892 («Mere kündmine»). Vrd. 2151, 215",2,3,
989,012007007,Neiu alles noor,"ERlA 2470. Neiu alles noor: üle maa tuntud, eriti populaarne Lääne-Eestis. Sõnastuselt varianditi üsna erinev. Siduvaks on teema ja funktsioon. Motiivina esineb ka kosjateemalistes lauludes. Laulavad mõrsjapoolsed. Lauldud mitmel puhul: mõrsja otsimisel, mõrsja esitamisel peiule, mõrsja lah",2,3,
990,012007003,Küll kasvab kaenlas,"ERlA 2473. Küll kasvab kaenlas: tuntud eP (ka saartel), peiupoolsete vastus eelmisele laulule (Lääne-Eestis) või laulule «Neiu alles noor». Vt. ka 2542 — tüpoloogiliselt sama — ja 2135. Vrd. 2227.",2,3,
991,010005013,"Tugi sai sellel, kes ei tundnud","1200. Tugi sai sellel, kes ei tundnud: ka nimetuse all «Mõeldi toeks tulevat» tuntud; tuttav üle maa (ainult Kirde-Eestist ja saartelt pole leitud). Detailides põimumisi laulutüübi 1199 («Kasvatus asjatu») motiividega («ennem võinuks hukata»); lähedasi seoseid ka pulmalauludega (tütres",2,3,
992,011003016,Lähen mööda - väänan pead,"ERlA 2204. Lähen mööda — väänan pead: noteeritud harvalt, kuid üle maa. Sageli liitub eelmise tüübiga ja lauluga 1260 («Ei hooli uhkeist»).",2,3,
993,013002030,Laisk kalamees,"Laisk kalamees: VK III 177, VK IV 222, VK VI 49, VK VII 264, VK XI 383, ERlA 3092.

ERlA 3092. Laisk kalamees: tuntud eriti Lääne-Eestis ja Mulgimaal, mujal haruldasem. Tore, terviklik pilt laisast mehest ja agarast naisest, antud teatava huumorivarjundiga. Puhuti liituvad siia laulud (~motiivid) ",2,3,
994,011006067,Pane see tütar minule!,"Pane see tütar minule!: VK VI 724, VK VIII 493, VK X 203, VK XI 264; ERlA 2139; Pane tütar mehele! – VK V 253

ERlA 2139. Pane see tütar minule: Põhja-Eestis väga populaarne laul, ulatub ka lõunasse. Siia kuulub peaaegu konstitutiivselt saatus (enamasti võetud tavandilauludest, vt. 388, 374",2,3,
995,013001013,Naine Narvast - sureb teel,"ERlA 2956. Naine Narvast — sureb teel: Põhja-Eestis (eriti idaosas) tuntud, põimub sageli eelmise lauluga (põimunud arendustes kohtame puhuti kauget sarnasust setu lauluga «Kalmuneiu» — vt. SL I, 44—61, nr. 5).",2,3,
996,013001012,Naine Narvast,"Sisaldab Naise toomist Narvast, kõik ei sisalda naise surma, vaid ka täitsa õnnelikud. vrd Naine Narvast - sureb teel",2,3,
997,010001021,Kurista ja Kaave poisid,"Tundub olema lokaalne, idaeestiline motiiv",2,3,
998,001001012,Mere pühkimine,"ERlA 999. Merepühkimine: peamiselt eP tuntud, esineb ka Mulgimaal. Väga tavaline lüroeepiliste laulude sissejuhatusena, teatavas mõttes otse stereotüüpne (näit. 1 «Loomine», 9 «Mis mees merest tõuseb», 12 «Suur tamm»). Liitub sageli lauluga 951 («Pühkmed merre»), 2889 («Pühkmed ka",2,3,
999,011006026,Kosilane laisas talus,"Kosilane laisas talus: VK III 148, VK IV 210, VK V 384, VK VI 772, VK VIII 536, VK IX 377, VK X 226, VK XI 299, ERlA 2352, EKL IV

2352. Kosilane laisas talus: tuntud üle maa. Sageli liitub lauluga 2349 («Kolm kupja tütart»), harvemini 2341",2,3,
1000,003009110,Siga rikkus Riia linna,Idaeestiline motiiv?,2,3,
1001,009001021,Sõjakuuldused,"ERlA 1663. Sõjakuuldused: eP tuntud, noteeritud vähe. Teatav sisuline ähmasus võib olla laulu pika ea tunnistuseks, kuid võib oletada ka tahtlikku peitelist sõnastust.",2,3,
1002,003001017,Meri õue all,motiiv,2,3,
1003,011002016,"Ära võta mõisast, võta talust","ERlA 2174. Ära võta mõisast, võta talust: tuntud üle Eesti. Siin kasutatud väga erinevaid arendusi ja liiteid: võta lühike, võta inetu, võta vaene jne. Vrd. 2152",2,3,
1004,011002015,Ära võta mõisast naist,"Ära võta mõisast naist!: VK VIII 518, VK IX 358, VK XI 274, VK XIII 453, VK IV 398, ERlA 2173; Rikutud mõisaneiud – VK VI 742; Mõisast naine – VK IX*, VK XII 468.
ERlA 2173. Ära võta mõisast naist: Põhja-Eestis tuntud. Ühepoolne laul, mis siin rühmas võrdlemisi erandlik (tavaline on: ära võta seda — võta too). Liitub peamiselt eelmisele laul",2,3,
1005,013001002,Ema ja naise hooles,ERlA 2997. Ema ja naise hooles: eP ja Mulgimaal tuntud. Puhuti kasutatud ka arenduses: isa- ja mehekodus. Vrd. 1500 — «Teenijana käib kotiriides» (ilmsesti siit lähtunud eriarendus).,2,3,
1006,013002058,Saksa asemel sandile,"Saksa asemel sandile: VK III 119, VK VI 959, VK XI 377, VK XIII 567, ERlA 3100.
ERlA 3100. Saksa asemel sandile: Põhja- (ja Kagu-)Eestis tuntud, kontaminatsiooniline arendus, mis on muutunud traditsiooniliseks. Koosneb ühelt poolt kodu- ja lapsepõlvelauludest (eriti 1856 «Tütar kodus») laenatud motiivides",2,3,
1007,011006079,Tule mult luba küsima,"Tule mult luba küsima!: VK VIII 535, VK X 221, VK XI 297, ERlA 2339: 2339. Tule mult luba küsima: Kirde-Eestis ja Põhja-Tartumaal tuntud.",2,3,
1008,007002003,Kivine kirst,"Neiu surm: VK III 12, VK IV 76, VK XI 198; Kivine kirst – VK VI 536, VK IX 218, ERlA 1233: 1233. Kivine kirst: väga rohkete üleskirjutustega esindatud, ülemaaliselt levinud laulutüüp. 

Kõneldakse kivi- (eP, läänes) ja tinakirstust (valdavalt eL, rööbiti kivikirstuga). Laulu tavaliseks a",2,3,
1009,014001011,"Tule koju, too saia!","vt Mustjala VK.

ERlA: populaarne, eP tuntud laul — laulab tavaliselt lapsehoidja, kelleks oli sageli vanem õde-vend, nutvale lapsele",2,3,
1010,011006013,"Ilus neiu, tule mulle!","Ilus neiu, tule mulle!: VK X 209, 295, ERlA 2334: eL tuntud. Ligidane laulule «Tule mulle!». On juba uue laulu sugemetega. Vrd. ka järgmise lauluga.",2,3,
1011,011001058,Ühes sõbrad,"Ühes sõbrad:VK XI 258;  Ühes sööme-joome – VK VI 479, ERlA 1941; Ühes sööme, ühes joome – VK IX 322; Ei üht naist – VK V 233, ERlV V 89, VK X 222.

ERlA 1941. Ühes sööme-joome: tuntud Kesk- ja Lääne-Eestis. Esineb kaks arendust: 1) ühes elame, ei võta ühte naist (var. 1—3),",2,3,
1012,011001022,Neiud põlgavad riiete pärast,"vrdl ERlA 1979. Neiud põlgavad, pole ehteid: tuntud üle Eesti (välja arvatud kagus). Lääne-Eestis ja eP arenenud korduslauluks.
NB! võib olla ka korduslaul, lüroeepika. Riided ja ehted eraldi tüübid.
Neiud põlgavad: VK IV 180, VK VIII 17, VK XIII 10; Läksin külä laada peäle – VK II 226; Neiud põlgavad, pole ehteid – ERlA 1979.",2,3,
1013,013002018,Joodikul saab nälga näha,"Joodikul saab nälga näha: VK VI 989, VK XI 380, ERlA 3087; Joodikul on palju paha – VK IX 475.

ERlA 3087. Joodikul saab nälga näha: eP tuntud laul. Pole enam regivärss, vaid uuem laul, ligidane siirdevormilistele lauludele. Põhiosa on pärit trükitud allikast, ent on rahvasuus enesega liit",2,3,
1014,008003001,Ei hooli peksust,"ERlA 1477. Ei hooli peksust: peamiselt Harju rannikukihelkondades tuntud (Kuu, HJn, Jõe), üksikuid variante on noteeritud ka mujalt",2,3,
1015,014002002,Koer läheb karja,"Koer läheb karja: VK VI 1067, VK IX 503, VK X 391, VK XI 401, ERlV III, II B 8–9; Koer lääb karja – ERlA 3153: tuntud üle maa. Seotud jälle mängulise tegevusega:

imiteeritakse liikumiskiirust põlvel hüpitamisega, tammutamisega või käte-jalgade liigutamisega",2,3,
1016,014002007,Tee pätsi!,"Tee pätsi!: VK VI 1070, VK 402, ERlA 3151; Tee kakku!: VK VII 199, VK VIII 718, VK IX 501, VK X 392; Kakutegemine – ERlV III, II B 12–13.

ERlA 3151. Tee pätsi!: ülemaaliselt tuntud. Lauljaks (või õigupoolest sõnujaks) on jällegi mitte laps, vaid

see, kes lapsega mängib: mängija hoiab ",2,3,
1017,015004027,Sopu soolakott,Laste valuvõtmise loits,2,3,
1018,010001043,Tütar ei saa tööst palka,"ERlA 1902. Tütar ei saa tööst palka: ülemaaliselt tuntud. Esineb mitmes redaktsioonis, mis on põhijoontes küll lokaalselt eristatavad, kuid võivad siirdealadel omavahel põimuda: A. Õuest õlesideme, B. Halgu anti , kolm eriarendust, neist valdavam on „halgu anti“, vähemtuntud „tulid pinult pikad vitsad“  ja „anti ahjuharki“ ; C. Kaevukook-kaelarätt ; D. Anti kehv kirstuke;  E. Anti aida takka ja „Anti ivitu aita“. [lühendatud!]
Tütar ei saa tööst palka: VK VI 469, VK VII 56, VK VIII*, VK X 165, VK XII 305, VK XIII 363, VK XIII 304, ERlV V 47, ERlA 1902 B; Tütre palk – VK III 21, VK IV 17; Tütterida vaezida – VK I 28; Mis sain izä tuastä – VK II 37.",2,3,
1019,013001020,Saad naise - kaob kalev,"ERlA 2999. Saad naise — kaob kalev: Kagu-Eestis noteeritud kontaminatsiooniline arendus, aluseks tüüp 1946 («Uhkus uue kuue pääle»)",2,3,
1020,008003054,Mõisarehelt varastamas,"ERlA 1485. Mõisarehelt varastamas: Põhja-Eesti rannikuala on levimiskeskuseks, sealt ulatub mõnevõrra lõuna poole (kuni Põhja-Viljandimaani). Seoses motiividega laulust «Kubjas ja teomees» (1413 — motiivid kupja peksmisest); ühtelangevusi ka lauluga 1486 («Mõisaaidast varastamas») ja 1",2,3,
1021,008003064,Peksa perelapsi,"Kubjas, ära löö! reaktsioon.

ERlA  1416. Kubjas, ära löö!",2,3,
1022,007005006,Kõik kolm otsas,"Mure-õnnetused-filosoofia
ERlA 1168. Kõik kolm otsas: eP tuntud; ligidane laulule 1167 (sageli isegi ühiseid motiive). Vt. ka laul 1164. Meestelaul.
Kõik kolm otsas – VK VI 374, VK VIII 275, ERlA 1168; VK XIII 532. Kolm head otsas",2,3,
1023,008004017,Sõimamine,Mitmesuguseid sõimamise motiive. Vajab täpsemat jagamist,2,3,
1024,008005017,Ori õue haukuma,"ERlA 1576. Ori õue haukuma: eP ida-osas tuttav, üleskirjutusi suhteliselt vähe. Tihti kontamineerub lauludega 1518 («Keedeti kingaleent»), 1519 («Riknenud toit — orjale»), 1531 («Orja palk»), 1538 («Ori lahkub») ja motiividega joodikulauludest.",2,3,
1025,013002016,Joodik tuleb kui kurat koju,"ERlA 3079. Joodik tuleb kui kurat koju: tuntud Mulgimaal (eriti Hallistes); paralleeltüüp laulule 3045 («Hea kui tui, kuri kui kurat»); kasutatud sama põhimotiivi (ainult kurja mehe asemel joodik mees) ja puhuti sama ülesehitustki. Võrdlemisi stabiilne laul. Vrd. lauluga 613 («Kõrtsist koju",2,3,
1026,008004015,Sandi nädalapäevad,"vrl ERLA lastelaul 3183. Nädalapäevad: ülemaaliselt tuntud, noteeritud siiski hõredalt. Sõnastuse varieeruvus teisenditi on suur. Kuulub teiste «nädala tööd» — laulude rühma, nagu: 601 («Joodiku nädal»), 1033 («Talupoja nädal»), 1100 («Laisa nädal»), 1381 («Teomehe nädal»), ",2,3,
1027,011002009,Võta väike naine!,"Võta väike naine!: VK VI 740, VK VII*, VK VIII 513, VK IX 351, VK XI 269, ERlA 2164 C; Ära võta suurt naist! – VK IV 207.

ERlA 2164. Võta väike naine: ülemaaliselt tuntud laul, esineb mitmes arenduses: A. Võta naine natukene — lokaalne arendus; B. Ära võta pikka, võta lühike — eP ",2,3,
1028,011002013,Ära võta leske!,"Ära võta leske!: VK VI 743, VK XI 270, ERlA 2162; Ära võta lesknaist! – VK IV 208; Võta naine neidudest! – VK IX 357, ERlA 2163, VK X 254.",2,3,
1029,006011020,Karjasele tuli uni,"ERlA 661. Karjasele tuli uni: Põhja-Eestis (Jä, Lä) väheste üleskirjutustega esindatud. Vormiliselt ligineb sageli juba riimilisele laulule või esineb kuuesilbilise värsiga. Ligidane motiiv esineb sageli laulu 36 (""Kari kadunud"") sissejuhatusena, samuti laulus 244 (""Kull viib kuke""). Vt. ka 1165.
Karjasele tuli uni: VK VI 73, VK XIII 197, ERlA 661.",2,3,
1030,006004006,Hästi kündsin härra väljad,"levinud motiiv, kündja kiitlemine
Hästi kündsin härra väljad: VK XIII 221, Hea kündja – VK VIII 116, ERlV V 106; Ollin tilluke teole – VK II 152.",2,3,
1031,008004019,Tühja jutu ajaja,vastet ei leia. Tühja jutu ajaja: VK XIII 260,2,3,
1032,005006003,Halli habeme varjus,Halli habeme varjus: VK XIII 118,2,3,
1033,007001012,Muremäel,"motiiv, sisaldub laulutüübis Hool ja mure. Kas pidada üldse eraldi",2,3,
1034,005006030,Raha kodus,"Raha kodus: VK XIII 119; Mitmesugune raha kodus – VK VIII 223, ERlA 1264.",2,3,
1035,007001007,Kellele kurdan?,"ERlA 1208. Kellele kurdan: eelkõige Ida-Eestis tuntud, põhjarannikult lõunapiirini, eriti populaarne põhjarannikul, tuntud ka saartel. Liitub mitmeti, eriti lauludega 1196, 1199 ja 1203, juhuslikumalt ka mitmed muudki vaeslapse- ja murelaulud, puhuti ka käsikivilaulud. Kasutatud nii vaeslapselauluna kui ka üldlaadilise murelauluna. Vt. E. Laugaste, Lisandusi regivärsi tüpoloogiale. Läänemeresoomlaste rahvakultuurist, Tallinn 1970, 138—168.
Kellele kurdan?: VK III 413, VK VI 167, VK X 176, VK XI 197, VK XII 216, VK XIII 346, VK IX 334, ERlV V 113, ERlA 1208. Vrdl Veske, Eesti rahvalaulud, 1879, 7, nr 8. Nutan noorele rohule",2,3,
1036,003009067,Kukk ja kana siblimas,ERlA 285. Kukk ja kana siblimas: tuntud üle maa (erandiks Kagu-Eesti). Esineb niihästi omaette lauluna kui ka tüübi 241 («Lindude õlu») sissejuhatusena. Sageli liitub lauludele 271 («Hiire pulm») ja 242 («Kull kutsumata»). Funktsionaalselt lastelaul.,2,3,
1037,008003003,Hea ja kuri mõis,"ERlA 1304. Hea ja kuri mõis: maa idaosas tuntud. Esineb mitmes, sõnastuselt erinevas redaktsioonis. Kolm neist on iseseisvateks lauludeks kujunenud: A. Härjad söövad ikkes (~heinamaal) — vrd. laulutüüp 1303 („Hirmus mõis“); B. Linnasõit heas ja kurjas mõisas; — vrd. 1765 („Oma ja võõras vald linnateel“); C. Töötingimused heas ja kurjas mõisas (piitsal~pillil reht pekstakse). Peale nende esineb veel mõningaid sellesisulisi motiive mõisavastaste laulude tsüklites („Meil mingimängu, mujal tule-tõrva mõis“, „Mine mujale mõisatesse, kus peetakse peent hamet“). Õigupoolest kuulub siia ka laulutüüp 820 („Oma ja võõra mõisa talgud“). Liitumisi sisuliselt lähedase lauluga „Hirmus mõis“ (1303). Vt. ka 1414.
Hea ja kuri mõis: VK XIII 273, ERlA 1304; Hea ja kurja mõisa vallad – VK VI 245. ",2,3,
1038,012034001,Kodus kolm rooga,"motiiv vrdl ERLA 629. Ei tulnud söögi tõttu: sellisena õigupoolest juhuslik; kontaminatsiooniline tüüp: esimene pool (motiiv «Ei tulnud söögi pärast») lähtub ilmselt pulmalaulust 2441 («Ei tulnud sööma tõttu»); motiiv «Kodus kolm rooga» on eL väga tuntud, peaaegu rändmotiivilise

Kodus kolm rooga: VK XIII 524.  vrd Ei tulnud söögi pärast – VK IV 236, VK V 61; Ei tulnud söögi tõttu – ERlA 629; Ei tulnud sööma tõttu – ERlA 2441.",2,3,
1039,005004009,Kuld jälje peal,"ERlA 1047. Kuld jälje peal: tuntud peamiselt eL, ent ulatub ka Kesk-Eestisse (ja otsapidi Virussegi). Varieeruvus peamiselt selles — kelle jälgedelt leitakse kuld: eL — kuld jumala jälgedelt (vt. 1048, esimene osa esineb eraldi, peamiselt eL ja Kihnus, kus esineb pulmalauluna, nimelt sõidula",2,3,
1040,008005026,Perepoeg ja sulane kündmas,"ERlA 1549. Perepoeg ja sulane kündmas: Ida- ja Kesk-Eestis tuntud. Vastandatud on kas perepoeg ~ peremees ja sulane või rikas ja vaene mees. Esineb ka ühepoolset arendust (ainult sulasest juttu). Liitumisi nekrutilauludega ja tüübiga 1542 («Sulasele»), eriti H-red. Vrd. lauludega 1551 ja 1650
Perepoeg ja sulane kündmas: VK VII*, VK XIII*, VK XIV 491, ERlA 1549.",2,3,
1041,011004018,Sulasele,"1542. Sulasele: ülemaaliselt tuntud (välja arvatud saartel), motiivistikult

komplitseeritud, arvukate hargnemistega tüüp; A. Pere soovis rikkale, neiu ise sulasele — populaarne laul Kirde-Eestis (eriti rohkesti noteeritud Hlj); selles arenduses ettetulevad motiivid («mis viga sulasmehe naise",2,3,
1042,003009108,Seatapmine,"ERlA 334. Seatapmine: peamiselt Lõuna-Eestis tuttav. Sageli liitub temale «Kass kaevus» (298), algusse liitub motiive eelmisest laulust. Ülesehitus meenutab mõnikord (vt. tekst 740) laulu 12 («Suur tamm») või 4 («Suur härg»): ei leita tapjat ~ raiujat. Puhtalt esineb harvemini. Esineb ka 
Seatapmine: VK VI 146, VK VIII*, VK X*, VK XIII 178, VK XIV*, ERlA 334; Kassijaht – VK VII*, VK VIII 48, VK XII 80, ERlV IV 127, ERlA 295.",2,3,
1043,005004010,Kulla põlemine,"ERlA 1050. Kulla põlemine: tuntud eP, võrdlemisi laial alal, ent noteeritud hõredalt. Struktuurilt huvitav laul, koosneb õigupoolest mitmest iseseisva ilmega või muus seoses esinevaist motiividest (~lauludest). Nii kuulub orgaaniliselt siia 165 («Pilves veepisarad»); väga sageli ka 2118 («N",2,3,
1044,013002025,"Kuri kulutab, hea ehib","vrdl ERlA 3050 Kuri mees on kuue hukku, vrdl EVS nr 945 (Hea mees ehitab naise, kuri mees kulutab naise) .
Kuri kulutab, hea ehib: VK XIII*",2,3,
1045,013002034,Miks põllepõli parem,"ERlA 2786. Miks põllepõli parem: eP tuntud, kasutatud nii pulmalauluna (õpetus-manitsuslaul) kui ka abielulauluna (vt. 3004). Liitub puhuti «Pagan võtku põllepõlve» (3003).
Miks põllepõli parem: VK VI*, VK VII 97, VK XIII 564, VK XIV 423, ERlA 2786, ERlA 3004. Vt. ka Tütarlapse kaebdus – VK I 140.",2,3,
1046,013002052,Pagan võtku põllepõlve,"ERlA 3003. Pagan võtku põllepõlve: Põhja-Eestis tuntud laul, puhuti liitub järgneva tüübiga. Laulu sisuks on väide, et abielunaise-põli pole kergem vallalisest piigapõlvest, vaid raskem: puudub iseseisvus, kaob «oma voli», lisaks tuleb hool laste eest (vrd. 2785).",2,3,
1047,011007003,Karu Kaie kiskunud,"Karu Kaie kiskunud: VK VIII 776, VK IX 550, VK X 191, VK XI 457; Kriimud reied – VK VI 478.",2,3,
1048,013002040,Must mees,vrdl Must naine,2,3,
1049,011001003,Hallitanud poiss,ERlA 1955. Hallitanud poiss: peamiselt Lääne-Eestis tuntud. Ligineb üleminekuvormilisele rahvalaulule (vt. var. 2). Liitub sageli teiste pilkemotiividega. Vrd. ka 2963 («Must naine»).,2,3,
1050,008003060,Oleks õlad õunapuust,"ERlA 1473. Oleks õlad õunapuust: iseseisva lauluna haruldane, motiivina aga sageli tuntud; esinemisala eP; vrd. 1475 («Teomees tehtud teivastest») ja 1723 (siit lähtunud nekrutilaul).",2,3,
1051,012007001,Kaasa ei pane kasvama,"VK X 215, VK III 217, VK IV 143, VK VII 107, VK VIII 522, VK IX 458, ERlV V 75; Ära mine meeletu mehele - VK II 114; Ära mine noorelt mehele! - VK VI 709, ERlA 2305.

",2,3,
1052,013002055,Pereleib on piprane,,2,3,
1053,006009023,"Kokku, koorekene!","Kokku, koorekene!: VK V 9, VK VI 79, VK VII 160, VK VIII 133, VK IX 82, VK X 50, VK XI 142, ERlV I I 7–8, ERlA 871: (töölaul!) teisendeid noteeritud üle maa, eriti populaarne aga Lääne-Eestis. Üldiselt stabiilne väheliituv laul. Mõnikord esineb koos motiiviga «Võõras või mudaks» (vt. ",2,3,
1054,002001098,Ühtelaulmine,"ERlA 98. Ühtelaulmine: peamiselt Mulgimaal tuttav, ent üleskirjutusi on vähe. Tüpoloogiliselt hajuv; põhimotiivid — saame kokku ja laulame koos, kahtlus kas hääled sobivad ning põhjendus, miks hääled sobivad — on mitmeti liitunud. Stabiilselt kontamineerunud tüübiga 1053 («Millal ü",2,3,
1055,014004012,"Oh mina vaene, kus minu naine","uuemamoeline, väga levinud. Kas peab üldse sees olema?

vrdl ERlA 3037. Oh ma vaene, kus mu mees!",2,3,
1056,014004010,Meie kiisul kriimu silmad,"uuemapoolne, kas peab sees olema?

ERlA 3182. Meie kiisul kriimud silmad: ülemaaliselt tuntud laul. Varianditi võib kohata väga erisugust sõnastust (redaktsioone siiski raske määrata). Sellisel kujul nagu var. 2 on laul levinud trükitud allikate kaudu (õpikud, aabitsad, laulikud), siin on te",2,3,
1057,006009044,Peretütrel saunanaiste tehtud poogad,"miski imelik, kas ühiskond või naistetöö?",2,3,
1058,008003068,Põgenemas,"ERlA 1479. Põgenemas: üsna levinud lõpumotiiv mõisavastastes lauludes (eriti 1413. «Kubjas ja teomees»), aga ka teistes seostes tuttav (teomees linnast põgenemas, nekrut põgenemas jne.). Puhuti esineb ka iseseisvalt",2,3,
1059,008003074,Saksa lapsed - sandid lapsed,"ERlA 1330. Saksa lapsed — sandid lapsed; Põhja-Eestis ja Saaremaal tuntud. Üleskirjutusi hõredalt. Enamasti antiteetilise ülesehitusega laul: saksal sandid, talupojal targad lapsed. Puhuti esineb ka esimene laulupool üksi (vt. tekst 2736). Laulus viide omal ajal «kõrgemas seltskonnas» üld",2,3,
1060,005004020,Pikk tee,"ERlA 1039. Pikk tee: Kesk- ja Lõuna-Eestis tuntud. Ligidane laulutüübile 1040 («Kodu kaugel»), sageli ristuvadki, eriti Kesk-Eestis. Kasutatud pulmalauluna (pulmadest lahkumisel lauldud).",2,3,
1061,005004034,Upume ojasse,"ERlA 1043. Upume ojasse: peamiselt eP tuntud, näikse olevat paralleeltüüp (ehkki kaugelt vähem tuntud) laulule 1299 — «Orjusest ostja» (isegi redaktsioonid enam-vähem samad). Mõned teisendid (näit. tekst 2133) näikse olevat kasutusel kui kosjafantaasiad. Liitub sageli lauludega 1040 ja 1",2,3,
